restaurant	x	y
r247	22057	18893
r248	25660	15692
r249	30103	13141
r250	26048	21276
r251	27766	20208
r252	29935	12425
r253	26560	19020
r254	27418	20814
r255	27870	17704
r256	30009	12915
r257	22815	35701
r258	27436	20758
r259	27438	10583
r260	33056	4078
r261	28839	18204
r262	25096	22497
r263	27441	14389
r264	19516	35238
r265	30306	15003
r266	16746	24910
r267	26431	16990
r268	23263	22546
r269	30098	12928
r270	32042	4048
r271	30242	15214
r272	28259	16568
r273	27878	18863
r274	26615	15621
r275	28230	20290
r276	29462	12536
r277	30148	11719
r278	28867	18904
r279	25595	15657
r280	30094	13743
r281	27257	22447
r282	29996	14766
r283	29978	12478
r284	28107	18224
r285	28382	20315
r286	28798	13040
r287	26898	21305
r288	29827	14507
r289	28194	18495
r290	29396	12620
r291	23256	22242
r292	29332	16408
r293	24172	17662
r294	24691	22072
r295	29328	14655
r296	27784	19945
r297	28901	13253
r298	30133	12933
r299	26565	18932
r300	29519	15757
r301	28823	18165
r302	28182	19678
r303	30221	14358
r304	29324	12801
r305	28759	13437
r306	27602	17216
r307	30132	15009
r308	29321	15793
r309	29419	12896
r310	22589	22874
r311	23271	22516
r312	29661	14075
r313	24919	22459
r314	27854	17684
r315	17675	30955
r316	13728	36614
r317	25945	22091
r318	30868	14225
r319	29914	14956
r320	24863	15642
r321	27568	17083
r322	22253	16385
r323	27491	13734
